avgMonthlyIncome,incomeCV,expenseRatio,emiRatio,avgMonthlyBalance,bounceCount,accountAgeMonths
300173.62,0.038,0.379,0.219,245852.86,0,112
309476.61,0.026,0.275,0.169,104993.94,0,113
398637.27,0.043,0.406,0.199,351222.56,0,74
470896.18,0.043,0.4,0.181,409256.55,0,76
394985.07,0.025,0.362,0.225,291264.52,0,108
482599.64,0.029,0.403,0.137,230511.85,0,109
298224.23,0.048,0.305,0.128,321848.13,0,120
474540.42,0.04,0.387,0.035,231861.77,0,79
301170.02,0.045,0.397,0.084,73967.86,0,87
479088.25,0.026,0.356,0.032,419523.67,0,115
308306.97,0.045,0.361,0.206,90299.72,0,110
291690.34,0.046,0.33,0.092,288731.11,0,95
377853.41,0.022,0.264,0.146,375101.95,0,120
499702.24,0.049,0.396,0.192,513877.37,1,90
312107.21,0.026,0.353,0.142,250499.47,0,120
324085.1,0.034,0.28,0.169,175682.96,0,73
339176.7,0.021,0.337,0.203,263620.61,0,81
521771.97,0.04,0.383,0.143,215829.17,0,109
295489.75,0.037,0.375,0.255,152317.63,1,92
364483.54,0.027,0.351,0.148,359455.16,0,90
288077.95,0.022,0.403,0.231,159780.48,0,93
373511.61,0.045,0.385,0.134,443315.49,0,115
405459.74,0.024,0.346,0.2,354277.17,0,100
297750.54,0.048,0.383,0.178,366936.43,0,104
381320.28,0.033,0.367,0.152,379146.64,0,84
513709.43,0.028,0.402,0.154,369829.36,0,103
511691.06,0.044,0.359,0.125,305418.06,0,108
506281.63,0.022,0.337,0.148,264996.68,0,114
469405.69,0.03,0.296,0.13,605286.11,0,98
519486.92,0.046,0.324,0.204,461744.82,0,94
478127.4,0.021,0.431,0.193,272023.32,0,100
291148.66,0.039,0.308,0.113,194581.98,0,84
516296.99,0.046,0.37,0.183,543017.16,0,73
483787.22,0.047,0.308,0.135,338433.07,0,81
288564.94,0.037,0.304,0.242,329468.17,0,82
520853.34,0.027,0.311,0.245,620904.7,0,107
516434.76,0.038,0.364,0.151,555257.39,0,107
493246.83,0.044,0.353,0.164,487824.28,0,98
510813.65,0.031,0.345,0.174,527460.17,0,80
426087.64,0.042,0.361,0.17,278926.32,0,95
306982.92,0.022,0.321,0.143,244428.24,0,110
485201.6,0.046,0.323,0.163,117956.37,0,116
520117.3,0.033,0.351,0.104,602595.9,1,113
476431.73,0.024,0.291,0.225,313868.9,0,100
442829.79,0.023,0.331,0.129,238251.01,0,72
341154.99,0.039,0.406,0.14,152822.5,0,73
499760.7,0.032,0.312,0.133,223060.58,1,120
291469.92,0.028,0.288,0.106,368807.28,0,75
429877.96,0.021,0.383,0.091,295803.92,1,114
484029.98,0.046,0.382,0.173,190916.18,0,111
496941.3,0.031,0.322,0.206,135768.19,0,110
390731.97,0.029,0.331,0.169,348580.5,0,120
448340.38,0.047,0.317,0.081,389751.62,0,102
319936.55,0.035,0.315,0.136,242302.35,0,87
441576.47,0.028,0.326,0.093,268194.31,0,84
452188.52,0.025,0.456,0.169,137722.67,0,98
506626.91,0.043,0.35,0.126,318582.95,0,106
513869.62,0.028,0.288,0.201,158299.52,0,119
494595.07,0.045,0.416,0.114,551417.76,1,75
338470.02,0.029,0.355,0.012,252928.51,0,89
451713.77,0.045,0.348,0.128,404815.64,0,112
305110.11,0.03,0.239,0.167,323817.58,0,99
373743.08,0.045,0.328,0.167,129781.95,0,90
313013.01,0.041,0.412,0.197,334005.44,0,107
285418.89,0.038,0.426,0.107,176271.64,0,113
294222.56,0.035,0.357,0.192,84816.58,0,117
289495.78,0.031,0.328,0.097,245925.91,1,74
360573.01,0.048,0.331,0.185,350988.4,0,88
344468.56,0.035,0.284,0.175,264701.13,0,107
322840.63,0.027,0.315,0.13,131920.3,0,111
314320.3,0.03,0.426,0.151,159031.65,0,88
398669.14,0.043,0.348,0.132,304660.96,0,77
426829.73,0.03,0.343,0.139,177304.09,0,85
407424.12,0.021,0.353,0.188,121109.32,0,75
519019.3,0.041,0.367,0.107,278338.87,1,86
330839.66,0.047,0.348,0.26,112732.72,0,106
418734.99,0.046,0.297,0.243,157793.8,0,118
505186.58,0.036,0.41,0.136,532655.83,0,118
336299.25,0.036,0.383,0.158,91064.52,0,103
292153.97,0.049,0.393,0.142,174354.86,0,82
421788.21,0.04,0.332,0.134,386053.26,0,92
309771.36,0.041,0.279,0.201,240983.29,0,97
374905.47,0.05,0.357,0.122,147545.42,0,80
510724.53,0.037,0.391,0.145,559754.67,0,77
480457.71,0.022,0.352,0.177,118524.47,0,100
294182.92,0.047,0.266,0.11,117030.58,0,99
524538.44,0.034,0.339,0.115,509377.11,0,95
514751.57,0.042,0.281,0.172,108657.75,0,82
438255.52,0.03,0.424,0.06,122821.23,0,83
477747.08,0.035,0.227,0.16,259757.18,0,120
330982.31,0.023,0.322,0.133,81133.05,0,79
362671.43,0.044,0.343,0.177,222259.51,0,74
388279.62,0.032,0.312,0.1,487976.02,0,75
471272.92,0.038,0.405,0.155,492911.34,0,76
292821.16,0.041,0.362,0.143,241480.78,0,115
303250.68,0.039,0.407,0.136,333163.67,0,85
286752.9,0.033,0.335,0.227,299248.83,0,77
430730.78,0.036,0.385,0.177,238486.18,0,86
403552.83,0.03,0.313,0.195,285834.37,0,104
356452.59,0.046,0.308,0.131,204975.41,0,97
292894.88,0.028,0.483,0.126,156366.82,0,103
377782.0,0.046,0.383,0.173,398825.35,0,102
306009.19,0.023,0.334,0.17,309007.3,0,111
524609.93,0.039,0.47,0.071,410639.29,0,92
421767.91,0.038,0.322,0.151,255985.0,0,88
337650.81,0.033,0.383,0.212,115625.66,0,78
372144.24,0.021,0.373,0.174,304397.21,0,93
323795.97,0.034,0.5,0.234,266727.02,2,72
507274.21,0.041,0.261,0.136,332957.77,0,77
418196.47,0.027,0.357,0.183,432791.05,0,114
299713.79,0.038,0.377,0.187,165314.41,0,100
517140.22,0.046,0.347,0.222,448385.95,0,117
327694.14,0.043,0.382,0.197,293474.31,0,118
295651.19,0.032,0.345,0.111,184287.85,0,110
314279.93,0.031,0.355,0.14,154236.4,0,75
418617.58,0.049,0.363,0.128,289802.33,0,119
511572.74,0.033,0.338,0.084,419141.9,0,87
518191.85,0.021,0.449,0.182,144636.98,0,86
389805.15,0.047,0.375,0.152,188535.15,0,112
442846.24,0.029,0.405,0.121,446601.77,1,116
498507.05,0.027,0.263,0.171,629996.27,0,84
450276.77,0.04,0.312,0.084,396554.36,0,98
338090.9,0.03,0.441,0.139,312560.4,0,116
516542.26,0.03,0.342,0.085,185570.17,0,82
487015.39,0.023,0.376,0.093,446043.11,0,81
296393.49,0.022,0.289,0.19,262775.4,0,74
411795.37,0.033,0.37,0.068,135619.61,0,91
314081.96,0.038,0.426,0.075,232541.56,0,104
426053.79,0.02,0.254,0.082,212652.38,0,118
303506.05,0.038,0.334,0.173,205083.86,0,114
496478.14,0.031,0.268,0.112,218859.03,1,83
498317.71,0.042,0.39,0.193,435982.03,0,87
481692.46,0.037,0.389,0.192,559243.3,1,109
461541.73,0.037,0.432,0.215,240766.37,1,88
506580.19,0.025,0.387,0.135,296258.77,0,109
481756.08,0.022,0.267,0.148,285197.2,0,98
449532.25,0.048,0.354,0.221,369448.35,0,92
301480.43,0.025,0.324,0.087,307802.52,0,73
325054.69,0.045,0.337,0.054,301312.38,1,119
301586.52,0.048,0.323,0.097,299469.57,0,111
354843.21,0.023,0.281,0.074,377557.49,0,91
484100.64,0.032,0.318,0.154,601990.28,0,120
374264.99,0.033,0.255,0.165,235220.33,0,87
285702.49,0.034,0.402,0.146,65847.1,0,75
411441.81,0.024,0.333,0.159,143012.21,0,109
472166.53,0.042,0.313,0.224,192246.61,0,102
421358.7,0.038,0.291,0.189,91874.74,0,118
522368.05,0.031,0.302,0.177,459591.04,0,105
408101.5,0.044,0.323,0.169,86422.63,0,87
354165.07,0.041,0.361,0.19,396763.84,0,96
492679.13,0.042,0.295,0.131,540508.35,0,93
523846.47,0.034,0.359,0.155,469840.05,0,74
295217.57,0.03,0.327,0.052,305078.81,0,76
288159.36,0.023,0.305,0.196,273051.06,0,110
452585.99,0.026,0.275,0.198,393460.12,0,115
307787.8,0.035,0.289,0.137,151823.89,0,83
493603.73,0.031,0.292,0.197,193188.07,0,113
329578.86,0.026,0.301,0.198,78438.76,0,82
286963.21,0.039,0.406,0.191,367403.21,0,75
313056.47,0.032,0.431,0.137,136916.35,0,92
513849.7,0.038,0.335,0.195,198462.35,0,111
477691.36,0.044,0.258,0.112,109298.2,0,108
288265.97,0.041,0.318,0.167,214246.12,0,84
487790.22,0.037,0.332,0.174,170459.64,0,95
305188.56,0.039,0.366,0.154,243839.26,0,96
507581.14,0.028,0.363,0.166,364680.5,0,120
332905.79,0.023,0.347,0.127,135667.97,0,104
313906.47,0.021,0.361,0.13,271817.68,1,89
303908.8,0.035,0.368,0.195,144852.25,0,75
508822.44,0.031,0.371,0.215,445562.93,0,77
405065.24,0.027,0.321,0.162,408088.94,0,93
416026.69,0.044,0.35,0.127,472244.51,0,105
482134.92,0.038,0.439,0.169,142244.61,0,80
286948.56,0.045,0.462,0.099,379155.2,0,94
478723.25,0.038,0.357,0.214,370947.33,0,90
507017.23,0.042,0.307,0.2,463059.58,0,120
518548.28,0.02,0.351,0.127,500553.93,0,112
315826.4,0.042,0.342,0.106,220299.45,0,88
509217.22,0.032,0.319,0.172,390053.38,0,92
297939.02,0.044,0.334,0.213,223249.12,0,86
514483.51,0.039,0.325,0.064,331448.32,0,116
398786.96,0.028,0.467,0.261,419863.41,0,96
428945.78,0.04,0.354,0.188,365122.12,0,120
304690.95,0.023,0.393,0.161,250645.28,0,82
492597.78,0.027,0.42,0.11,393035.62,0,112
309345.48,0.035,0.341,0.137,157629.62,0,113
374146.22,0.038,0.375,0.248,358569.57,0,100
326623.71,0.028,0.404,0.13,94490.77,0,114
509884.81,0.045,0.377,0.14,253963.16,0,103
304434.59,0.044,0.358,0.093,263923.54,0,72
454402.18,0.043,0.292,0.198,503378.9,0,120
406188.15,0.028,0.358,0.138,456805.71,0,80
502888.98,0.044,0.327,0.147,333104.48,0,101
518458.66,0.033,0.301,0.226,476840.43,0,120
484993.18,0.048,0.278,0.134,415386.2,0,97
320197.79,0.038,0.297,0.197,311445.95,0,107
296734.73,0.02,0.318,0.067,315495.38,1,97
311858.71,0.032,0.411,0.085,317440.26,0,119
323264.18,0.042,0.337,0.155,301000.55,0,93
486104.17,0.03,0.365,0.153,242162.47,0,90
505576.61,0.036,0.439,0.235,173586.92,0,83
308990.01,0.049,0.329,0.107,75617.93,0,90
372465.1,0.042,0.318,0.255,437851.61,0,74
444722.77,0.04,0.417,0.083,388109.46,0,118
486386.78,0.047,0.388,0.1,407368.36,0,97
516743.46,0.023,0.316,0.062,577495.98,0,78
287014.17,0.045,0.386,0.151,218170.93,1,115
378630.47,0.029,0.411,0.037,83151.8,0,73
368175.31,0.044,0.347,0.18,105237.99,0,97
313725.09,0.039,0.306,0.088,331698.6,0,119
358109.21,0.048,0.397,0.161,337795.32,0,101
505451.72,0.049,0.318,0.089,490735.65,0,102
480820.85,0.049,0.361,0.158,539143.18,0,100
442257.01,0.036,0.399,0.155,238954.33,0,81
355603.72,0.02,0.405,0.142,279231.38,0,75
327137.57,0.042,0.38,0.182,225495.13,0,83
492117.47,0.048,0.33,0.089,108898.03,0,76
418016.57,0.047,0.388,0.106,104584.71,0,88
502463.98,0.046,0.42,0.148,430372.61,0,115
500676.22,0.047,0.276,0.093,398812.01,0,114
336600.07,0.031,0.375,0.102,281554.5,0,101
308329.02,0.021,0.332,0.211,76103.38,0,107
478871.71,0.024,0.342,0.136,126594.63,0,83
487237.95,0.047,0.316,0.125,371492.51,0,75
306005.86,0.033,0.335,0.194,95346.88,0,108
484905.88,0.022,0.452,0.236,508225.84,0,105
304411.48,0.041,0.393,0.172,329999.02,0,78
399850.19,0.032,0.431,0.26,463160.96,0,106
430913.89,0.032,0.349,0.143,483765.04,0,83
330032.32,0.037,0.402,0.171,308577.39,0,118
503882.22,0.038,0.301,0.169,489942.33,0,116
469666.11,0.025,0.328,0.118,593236.33,0,95
368205.19,0.032,0.327,0.157,119361.14,0,114
299303.92,0.037,0.33,0.187,311316.96,0,86
350501.81,0.046,0.348,0.0,318759.28,0,114
479285.74,0.023,0.282,0.159,426575.28,0,103
417722.44,0.034,0.356,0.197,262909.35,0,97
487478.64,0.029,0.455,0.204,188098.27,0,81
501457.81,0.047,0.358,0.079,424484.3,0,104
287635.72,0.044,0.405,0.187,230136.38,0,78
465867.12,0.046,0.413,0.109,350483.1,0,103
307659.29,0.028,0.291,0.05,109585.93,0,97
501653.26,0.03,0.398,0.168,112266.86,0,89
486386.42,0.038,0.339,0.028,546765.96,0,89
488357.81,0.037,0.345,0.219,137514.13,0,96
517102.78,0.043,0.248,0.148,362812.95,0,99
499106.42,0.038,0.357,0.212,208132.04,1,74
491368.48,0.032,0.387,0.153,539721.97,0,79
513464.77,0.036,0.421,0.2,512704.34,0,114
293911.26,0.036,0.312,0.144,337414.01,0,91
507594.34,0.026,0.31,0.27,111663.14,0,87
310144.61,0.038,0.329,0.126,143897.86,0,120
496690.76,0.037,0.384,0.155,293478.71,1,110
472421.9,0.029,0.333,0.086,288582.47,0,111
476283.3,0.042,0.319,0.048,254150.94,0,95
480371.12,0.027,0.427,0.115,529459.69,0,80
515090.06,0.045,0.325,0.168,552003.9,0,89
292658.54,0.035,0.421,0.153,366671.32,0,77
470933.38,0.039,0.333,0.251,288241.06,0,117
357948.37,0.03,0.471,0.2,394158.31,0,85
311147.03,0.024,0.389,0.239,365318.33,0,77
409603.54,0.027,0.311,0.197,306524.87,0,79
353740.65,0.029,0.301,0.094,248298.93,0,101
506787.12,0.032,0.321,0.103,243166.36,1,119
504178.27,0.033,0.357,0.087,403746.51,0,102
426719.64,0.039,0.269,0.101,461502.27,0,77
509201.23,0.021,0.406,0.26,196233.2,0,109
287769.8,0.027,0.339,0.251,340023.37,0,110
470761.08,0.048,0.337,0.121,133430.25,0,91
378580.54,0.037,0.445,0.123,300324.2,0,115
357479.49,0.036,0.349,0.149,381052.02,0,102
371917.44,0.047,0.32,0.109,213461.3,2,96
481950.18,0.046,0.336,0.092,468545.98,0,104
402388.39,0.037,0.334,0.111,293002.47,0,96
507011.52,0.044,0.28,0.25,256308.21,0,99
409815.7,0.038,0.402,0.198,415077.62,0,104
514842.82,0.04,0.378,0.157,153711.81,0,81
507996.72,0.048,0.399,0.074,263676.73,0,76
512231.46,0.04,0.308,0.153,157771.21,0,98
375095.32,0.032,0.364,0.234,253513.22,0,73
355485.21,0.03,0.35,0.186,237093.33,0,111
291710.83,0.025,0.323,0.096,69668.85,0,112
511980.89,0.036,0.364,0.122,458002.93,0,90
475240.15,0.033,0.271,0.033,350495.02,0,94
485042.23,0.027,0.444,0.19,570541.67,0,119
495795.6,0.031,0.49,0.091,455844.49,0,88
470936.81,0.046,0.286,0.196,305964.6,0,81
505088.7,0.027,0.382,0.116,489490.85,0,95
499900.43,0.026,0.347,0.184,438735.99,0,82
338004.75,0.026,0.409,0.151,81849.97,0,111
501360.3,0.028,0.413,0.114,408059.96,1,110
306889.52,0.024,0.259,0.181,156058.74,0,113
502220.76,0.049,0.329,0.158,282498.66,0,86
479921.7,0.033,0.294,0.183,114900.32,0,84
317450.67,0.033,0.502,0.142,231935.35,0,110
508188.64,0.021,0.401,0.219,302555.86,0,92
297594.62,0.05,0.308,0.109,269909.53,0,119
491606.75,0.05,0.284,0.188,257511.53,0,118
312769.14,0.023,0.31,0.116,136469.55,0,102
389377.88,0.025,0.394,0.13,334538.4,0,81
495504.27,0.036,0.332,0.178,230727.79,0,106
519735.04,0.025,0.396,0.138,217720.05,0,117
304469.79,0.026,0.353,0.255,307750.69,0,119
393821.7,0.041,0.361,0.177,398348.02,0,117
318977.62,0.025,0.345,0.211,349828.51,0,118
506890.41,0.021,0.359,0.169,412324.99,0,95
340736.58,0.038,0.373,0.13,83604.26,0,109
377884.15,0.044,0.415,0.15,281399.55,0,100
321492.76,0.038,0.349,0.209,80514.05,1,117
301562.75,0.039,0.297,0.168,269283.4,0,106
513197.88,0.039,0.298,0.209,334327.58,0,99
506188.91,0.025,0.382,0.159,272709.16,0,91
305428.86,0.049,0.423,0.216,77307.63,0,111
321730.37,0.041,0.286,0.181,347366.44,0,85
511335.61,0.047,0.413,0.193,512398.46,0,99
477517.48,0.029,0.371,0.11,456066.3,0,107
466095.06,0.03,0.364,0.133,171995.1,0,117
483292.53,0.047,0.272,0.133,145062.71,0,84
295217.82,0.041,0.351,0.205,80708.71,0,105
464853.59,0.038,0.445,0.207,327904.38,0,83
523099.83,0.035,0.309,0.097,354633.79,0,102
401032.23,0.04,0.387,0.084,344708.34,0,97
298863.81,0.022,0.265,0.097,324243.04,1,72
522560.99,0.047,0.306,0.158,362696.52,0,112
298725.34,0.029,0.416,0.209,262319.5,0,87
422690.16,0.044,0.392,0.101,379173.21,0,120
495989.13,0.036,0.397,0.118,318326.43,0,76
524780.21,0.036,0.31,0.206,541485.57,0,115
289441.45,0.029,0.398,0.183,77150.52,0,104
294968.91,0.044,0.306,0.102,331156.66,0,120
489472.2,0.021,0.376,0.15,501053.06,0,97
515784.65,0.021,0.418,0.012,248248.25,0,116
335953.36,0.027,0.31,0.072,96014.35,0,120
297025.01,0.05,0.297,0.112,379188.6,0,117
477826.75,0.048,0.389,0.109,582100.02,0,106
298903.87,0.03,0.283,0.038,99104.79,0,91
303401.58,0.022,0.336,0.156,269125.32,0,97
298296.21,0.037,0.406,0.275,157197.84,0,112
350602.25,0.042,0.252,0.149,302839.31,1,80
519667.36,0.036,0.339,0.158,463238.33,0,92
300849.34,0.049,0.369,0.125,137981.05,0,103
431539.44,0.025,0.298,0.129,286328.72,0,117
459080.11,0.029,0.365,0.176,416348.97,0,96
309076.11,0.022,0.376,0.244,111504.07,0,73
365322.48,0.044,0.377,0.154,169516.67,1,83
310191.38,0.048,0.299,0.061,207008.86,0,118
491871.04,0.024,0.323,0.123,602164.38,0,108
491661.01,0.036,0.336,0.164,237993.32,0,103
522660.05,0.021,0.373,0.147,120333.39,0,109
513579.2,0.037,0.335,0.152,509636.91,1,90
337226.13,0.029,0.332,0.171,319461.91,0,90
293279.77,0.037,0.336,0.219,90824.71,0,90
508558.69,0.036,0.374,0.163,452123.21,0,115
475236.48,0.026,0.353,0.137,176005.34,0,85
340962.62,0.035,0.268,0.165,139501.26,1,95
433630.69,0.042,0.338,0.149,571158.39,0,103
495247.45,0.047,0.338,0.138,260555.19,0,93
397857.2,0.05,0.366,0.122,106979.32,1,106
305314.59,0.024,0.429,0.2,75923.62,0,88
371764.4,0.031,0.351,0.152,95051.5,0,117
489292.37,0.021,0.32,0.142,323096.17,0,84
338934.75,0.037,0.366,0.14,157330.28,0,85
521689.67,0.025,0.344,0.203,195827.01,0,112
286537.46,0.035,0.23,0.172,188449.14,1,107
455831.79,0.028,0.31,0.113,151862.29,0,94
419746.17,0.033,0.293,0.216,242553.47,0,115
318394.65,0.05,0.357,0.133,396110.91,0,78
506309.05,0.048,0.323,0.201,272981.42,0,119
285286.16,0.046,0.375,0.179,172159.38,0,98
423828.02,0.034,0.294,0.125,157916.1,0,110
522470.56,0.044,0.296,0.188,320977.01,0,95
293537.83,0.046,0.336,0.151,154343.54,0,93
336074.98,0.04,0.382,0.152,300934.7,0,107
305955.19,0.035,0.383,0.215,239849.84,0,115
303348.62,0.032,0.328,0.116,213400.76,0,92
515447.29,0.041,0.316,0.062,587374.3,0,87
451587.07,0.026,0.31,0.184,299910.13,0,77
308269.15,0.027,0.291,0.139,159202.84,1,79
290016.08,0.049,0.355,0.209,300705.97,0,114
446737.15,0.049,0.355,0.086,495415.16,0,76
303896.61,0.046,0.353,0.084,241639.22,0,103
294620.81,0.026,0.318,0.1,116193.82,0,120
355650.22,0.036,0.376,0.127,236800.31,0,78
427063.34,0.041,0.399,0.087,440041.23,1,117
356863.84,0.032,0.39,0.205,212776.72,0,84
421053.45,0.046,0.278,0.092,326942.45,0,82
296414.19,0.035,0.321,0.024,143602.02,0,104
304836.5,0.032,0.317,0.182,273710.9,0,112
299467.44,0.026,0.385,0.149,252507.98,1,78
411194.62,0.03,0.372,0.203,129685.08,0,90
401204.24,0.037,0.377,0.131,401711.47,0,74
485079.88,0.037,0.367,0.169,313429.19,0,76
494120.2,0.043,0.341,0.059,274338.17,0,98
505552.22,0.024,0.321,0.181,602341.32,0,85
312904.97,0.034,0.336,0.152,91028.44,0,113
502260.83,0.033,0.291,0.169,309065.95,0,98
328239.75,0.049,0.334,0.123,285141.15,0,103
319894.49,0.035,0.333,0.126,201417.33,0,91
297599.84,0.023,0.374,0.22,104067.1,0,105
484733.39,0.025,0.357,0.097,146885.05,0,109
311764.58,0.022,0.385,0.182,125923.39,0,80
347404.62,0.037,0.292,0.151,423365.89,0,77
285603.24,0.032,0.286,0.125,218575.05,0,117
457492.22,0.038,0.351,0.153,116371.63,0,111
363558.12,0.049,0.312,0.063,382792.68,0,86
420316.31,0.047,0.323,0.127,400791.12,0,94
298645.65,0.047,0.393,0.129,296389.8,1,78
524167.83,0.033,0.379,0.168,620878.22,0,95
476638.23,0.03,0.321,0.195,337342.73,0,89
496773.76,0.027,0.365,0.157,160573.46,0,107
498628.85,0.02,0.308,0.216,362649.67,0,90
497422.4,0.025,0.43,0.201,253073.04,1,92
287231.9,0.04,0.342,0.193,271803.78,0,114
300508.89,0.047,0.356,0.161,222243.41,0,99
359386.05,0.027,0.333,0.174,97701.18,0,103
481387.59,0.037,0.304,0.088,272458.62,0,76
476938.92,0.032,0.363,0.183,540579.98,0,76
438240.4,0.024,0.326,0.216,423959.73,0,115
295099.34,0.027,0.432,0.118,244448.08,0,90
387336.79,0.031,0.343,0.176,102254.25,0,111
511504.46,0.046,0.271,0.178,519529.81,0,89
307500.62,0.037,0.378,0.186,116330.09,0,103
480195.5,0.033,0.426,0.096,271063.78,0,77
291297.4,0.032,0.349,0.115,364934.98,0,112
311638.37,0.04,0.362,0.149,128822.01,0,111
349658.26,0.045,0.316,0.088,203519.77,0,120
521814.13,0.033,0.368,0.134,260566.19,1,93
290342.63,0.03,0.288,0.156,363474.28,0,91
408220.63,0.023,0.328,0.138,268649.16,0,82
470406.35,0.024,0.253,0.166,173745.92,0,91
305428.24,0.04,0.28,0.199,82151.51,0,97
289103.63,0.05,0.466,0.058,114019.62,0,106
305463.15,0.041,0.31,0.2,363480.84,0,109
503532.39,0.044,0.333,0.124,309697.98,0,77
404768.9,0.03,0.372,0.133,267166.28,0,96
363404.3,0.047,0.418,0.179,65028.3,0,96
297766.59,0.023,0.344,0.085,272931.89,0,110
294770.2,0.032,0.369,0.151,118751.03,0,76
446485.44,0.031,0.276,0.21,430875.92,0,101
401661.66,0.022,0.36,0.157,319824.57,0,88
512327.82,0.047,0.381,0.169,217046.9,0,96
314817.24,0.034,0.332,0.227,133653.18,0,119
291493.83,0.04,0.316,0.123,151622.65,1,84
489626.08,0.043,0.402,0.151,537405.76,0,117
316441.07,0.03,0.367,0.114,69554.51,0,118
366607.85,0.048,0.457,0.254,156878.51,0,99
489070.09,0.046,0.371,0.172,228204.4,0,76
522308.82,0.03,0.347,0.225,560791.17,1,104
308356.36,0.022,0.305,0.22,146321.03,1,83
288566.39,0.031,0.352,0.149,217154.82,0,97
325293.15,0.025,0.344,0.134,143011.27,0,97
493200.79,0.037,0.227,0.151,384941.95,0,115
387878.12,0.041,0.432,0.107,257633.42,0,103
521393.56,0.044,0.276,0.082,137089.77,1,117
351535.46,0.042,0.315,0.068,253379.39,0,119
509169.14,0.038,0.37,0.19,459306.54,0,100
365701.93,0.034,0.307,0.105,336838.28,0,85
495400.94,0.043,0.374,0.072,177115.12,0,89
486517.13,0.048,0.358,0.138,268218.73,0,84
285003.17,0.048,0.381,0.259,330061.61,0,106
500118.02,0.042,0.372,0.155,321909.24,1,88
337558.35,0.046,0.363,0.085,111620.93,0,112
500586.44,0.039,0.429,0.158,269657.09,0,97
459072.13,0.037,0.208,0.192,389720.0,0,92
293521.73,0.023,0.475,0.131,238784.62,0,84
422099.58,0.034,0.347,0.059,470490.11,0,105
515750.91,0.029,0.297,0.157,431973.41,0,86
383998.23,0.038,0.359,0.216,210478.5,0,118
306887.08,0.043,0.306,0.128,257221.64,0,98
295643.86,0.038,0.324,0.124,284475.41,0,87
500578.81,0.022,0.376,0.2,424400.16,0,107
340851.36,0.032,0.434,0.138,235014.66,0,74
508711.66,0.037,0.325,0.239,220881.95,0,99
295861.18,0.043,0.306,0.152,102700.8,0,102
511580.66,0.031,0.337,0.165,171211.16,0,80
387866.08,0.027,0.296,0.101,147428.68,0,80
514097.85,0.038,0.296,0.064,307471.73,1,118
300872.58,0.023,0.269,0.148,352390.1,0,116
507381.59,0.03,0.359,0.085,210521.34,0,81
407285.44,0.044,0.369,0.174,394954.17,2,109
522259.93,0.03,0.31,0.124,570661.98,0,85
285096.41,0.035,0.326,0.088,100965.6,0,85
519731.26,0.045,0.362,0.184,348359.2,0,118
303524.53,0.022,0.364,0.107,147003.15,0,96
515311.15,0.041,0.332,0.175,481561.33,0,94
313144.32,0.022,0.384,0.126,190387.52,0,79
386102.5,0.032,0.38,0.01,101326.93,0,93
330179.09,0.034,0.313,0.121,408684.88,0,88
296617.26,0.027,0.343,0.111,238006.86,0,104
